pairid	sentid	comparison	sentence	source
2	1	expected	"Hey, eu quero ser seu amigo de novo
Hey, eu quero ser seu amigo de novo
Porque a gente sabe, que a gente sabe demais, sobre nós dois
Hey, eu quero ser seu amigo de novo
Hey, eu quero ser seu amigo de novo
Porque a gente sabe, que a gente sabe demais, sobre nós dois
Conte comigo se você precisar, de um amigo para desabafar, noite e dia, toda hora pela madrugada
Hey, eu quero ser seu amigo de novo
Hey, eu quero ser seu amigo de novo
Porque a gente sabe, que a gente sabe demais, sobre nós dois
Talvez você não irá encontrar, alguém com quem você possa falar, noite e dia, toda hora pela madrugada
**Solo**
Hey, eu quero ser seu amigo de novo
Eu disse, Hey, eu quero ser seu amigo de novo
Porque a gente sabe, que a gente sabe demais, sobre nós dois
Hey, eu quero ser seu amigo de novo
Hey, eu quero ser seu amigo de novo
Hey, eu quero ser seu amigo de novo , de novo."	pt
1	1	expected	"I wake up and wonder how everything went wrong
Am I the one to blame?
I gave up and left you for a nowhere-bound train
Now that train has come and gone
I close my eyes and see you lying in my bed
And I still dream of that day
What could have been love
Should have been the only thing that was ever meant to be
Didn't know, couldn't see what was right in front of me
And now that I'm alone
All I have is emptiness that comes from being free
What could have been love will never be
An old friend told me that you found somebody new
Oh, you're finally moving on
You think that I'd be over you after all these years
Yeah, but time has proved it wrong
'Cause I'm still holdin' on
What could have been love
Should have been the only thing that was ever meant to be
Didn't know, couldn't see what was right in front of me
And now that I'm alone
All I have is emptiness that comes from being free
What could have been love will never be
We've gone our separate ways
Say goodbye to another day
I still wonder where you are
Are you too far from turning back?
You were slipping through my hands and I didn't understand
What could have been love
Should have been the only thing that was ever meant to be
Didn't know, couldn't see what was right in front of me
And now that I'm alone
All I have is emptiness that comes from being free
What could have been love will never be
What could have been love will never be
What could have been love
What could have been love
What could have been love
What could have been love"	en
1	1	expected	"Laying you down one last time
Our machines that
will never give
A touch that woke you gently
I'll never know if you saw me
Did your eyes ever meet mine?
We see what we want to see sometimes
I believe now, yes I believe
We are all born the innocent
We were born to run carefree
You will live on in the hearts of men constantly
We are all born the innocent
We were born to run carefree
I will hold on 'till the end,
there'll never be an end
There are few words that are left to say
That have not already been said
Your shadows,
they will follow me
Long after I've confessed
Do your lips feel this kiss?
Do your hands feel this touch?
I miss you here, I miss you so
Much"	en
3	1	expected	"Mas esa tal de tequila emborracha compadre
Limón y sal en el dedo, quedamos todos locos
Mas esa tal de tequila emborracha compadre
Dame la botella, yo la quiero más um poco
Es peor que gasolina y la nitroglicerina
Dinamita, polvora o lo que sea
Sal y Limón, limón y sal
Soy Edmundo el Animal
Volando por el cielo viendo estrellas
Mas esa tal de tequila emborracha compadre
Limón y sal en el dedo, quedamos todos locos
Mas esa tal de tequila emborracha compadre
Dame la botella, uno trago es mucho poco
Se la pone en el automovel, el trabaja envenenado
Fórmula Uno o turbina de avión
Derrete mesa, ora la puerta
Cara boluda, mirada tuerta
Bebida llegada del infierno
Mas esa tal de tequila emborracha compadre
Limón y sal en el dedo, quedamos todos locos
Mas esa tal de tequila emborracha compadre
Dame la botella, yo la quiero más um poco
Mas esa tal de tequila emborracha compadre
Limón y sal en el dedo, quedamos todos locos
Mas esa tal de tequila emborracha compadre
Dame la botella, yo la quiero más um poco
Es peor que gasolina y la nitroglicerina
Dinamita, polvora o lo que sea
Derrete mesa, ora la puerta
Cara boluda, mirada tuerta
Bebida llegada del infierno
Mas esa tal de tequila emborracha compadre
Limón y sal en el dedo, quedamos todos locos
Mas esa tal de tequila emborracha compadre
Dame la botella, yo la quiero más um poco
*by Uska"	es
2	1	expected	"sua idéia de diferença te tornou igual demais.
a arrogância e insegurança de quem não sabe o que faz.
no chão agora, e o que mais dizer?
você não pode se odiar tanto assim.
agora que estou aqui, você se sente feliz?
confesso o sonho virou pesadelo...
há 10 anos pensei que não seria assim,
regras, certezas
verdades únicas não são pra mim.
a manipulação do engajamento te fez igual.
agora estou no chão, quem você quer derrubar?
talvez não reste mais ninguém,
talvez não, só você mesmo...
pois a verdade única que irá te levantar
é a verdade única que irá te derrubar,
e todos um dia nos encontraremos
no chão."	pt
3	1	expected	"Lo que hacemos con las ilusiones rotas
Con promesas que no eran verdad
Con mentiras descubiertas
A destiempo decepciones
Heridas abiertas
Muestra más que una sonrisa un fácil andar
Un adiós tirado al aire, sin esfuerzo y sin pensar
Muestra más de lo que somos en la realidad
La cara que mostramos y no hay nada que ganar
Hoy te toca volver a empezar
Con la nada que te quedó ya
Hoy te toca volver a cambiar
Lo sabes por lo que vendrá
Hoy te toca volver a empezar
El corazón ardiente sabe florecer
Sabe brillar en la oscuridad
Sabe que la vida no es un vals
Sabe del dolor y de la soledad
Muestra más que una sonrisa el saber llorar
El decir aquí me tienes, no tengo nada ya
Muestra más de lo que somos en la realidad
Cuando hablamos con valor y con sinceridad
Hoy te toca volver a empezar
Con la nada que te quedó ya
Hoy te toca volver a cambiar
Lo sabes por lo que vendrá
Hoy te toca volver a empezar
Con la nada que te quedó ya
Hoy te toca volver a cambiar
Lo sabes por lo que vendrá
Hoy te toca volver a empezar"	es
1	1	expected	"Who's gonna listen when you run out of lies?
Who's gonna hear you, when your words seem worthless?
Who's gonna save you when you're out of time?
And who's gonna want you, when you're on your knees, begging
""Oh, please take me at my word, I'm desperate
I swear, I never meant to hurt no one, no
Oh, please stay for what it's worth, I'm desperate""
You're on your own
So don't you call my name
I will take you down
Should've known that you've been dancing with a wolf
So don't you call my name
I will take you down
I'm not your friend, you burned a bridge
I chew you up and spit you out
Oh woah oh woah oh
There's no love for a liar, no love for a liar
Oh woah oh woah oh
There's no love for a liar, no love
So don't you call my name
(Call my name)
No one to listen when you're running your mouth
No one to hear you when your words seem worthless
No one to save you when you're coming down
No one to want you, when you're on your knees, begging
""Oh, please take me at my word, I'm desperate
I swear, I never meant to hurt no one, no
Oh, please stay for what it's worth, I'm desperate""
You're on your own
So don't you call my name
I will take you down
Should've known that you've been dancing with a wolf
So don't you call my name
I will take you down
I'm not your friend, you burned a bridge
I chew you up and spit you out
Oh woah oh woah oh
There's no love for a liar, no love for a liar
Oh woah oh woah oh
There's no love for a liar, no love
So don't you call my name
Fool me once, it's shame on you
Fool me twice, and let the wolves come crashing through
Fool me once, it's shame on you
Fool me twice, and let the wolves come
So don't you call my name
I will take you down
Should've known that you've been dancing with a wolf
Don't you call my name
I will take you down
Should've known that you've been dancing with a wolf
So don't you call my name
I will take you down
I'm not your friend, you burned a bridge
I chew you up and spit you out
Oh woah oh woah oh
There's no love for a liar, no love for a liar
Oh woah oh woah oh
There's no love for a liar, no love
So don't you call my name
(Call my name, call my name)"	en
2	1	expected	"Às vezes parece que eu não tenho medo
Às vezes parece que eu não tenho dúvidas
Às vezes parece que eu não tenho...
.
Nenhuma razão pra chorar
Você esquece que eu não sou de ferro
(até o ferro pode enferrujar)
Você esquece que eu não sou de aço
E faço questão de provar:
""olhe pra mim...
enquanto eu me quebro""
Às vezes parece que eu tenho muito medo
Às vezes parece que eu só tenho dúvidas
Às vezes parece que eu não tenho...
.
Nenhuma chance de escapar
Acontece que eu não nasci ontem
(até hoje sempre escapei com vida)
Pra quem dúvida de tudo que eu faço
Eu faço questão de mostrar:
""olhe pra mim..
enquanto..
desapareço no ar""
Não queira estar no meu lugar
Não queira estar em lugar nenhum
Às vezes tudo muda
E continua tudo no mesmo lugar
Não queira estar no meu lugar
Não queira estar em lugar nenhum
Um lugar comum
Às vezes uma prece ajuda
Às vezes nem adianta rezar
Já desisti de ser uma pessoa só
Já desisti de ser uma multidão
Já não ponho todas as fichas na mesa
Agora ..
jogo algumas no chão
Jogo algumas no chão
Às vezes tudo, às vezes nada
Às vezes tudo ou nada, às vezes 50%
Às vezes a todo momento, às vezes nunca
Como tudo na vida, não é sempre
Às vezes de bem com a vida
Às vezes de mau humor
Às vezes sem saída
Às vezes seja onde for
Não é sempre, não é sempre
Como tudo na vida..
nunca é sempre"	pt
3	1	expected	"Tengo millas de vuelo para ir a Plutón
Tengo un club de fans en la Luna
Una casa gigante que veo desde un avión
Y en los ojos de algunos fortuna
Un ejército de alcahuetes
Una foto con Bush
Una suite en el Waldorf
Y más autos que amigos
Tengo ganas de no tener ganas
Tengo un par de mascotas que no saben quien soy
Y entre tanto que tengo
No encuentro razón suficiente pa' olvidarme de ti
De tu mano pequeña diciéndome adiós
Esa tarde de lluvia en San Juan
Con los besos que llevo conmigo
Que son solo tuyos y nunca te di
Por andar ocupado en el cielo
Me olvide que en el suelo se vive mejor
Mi boricua, mi india, mi amor,
Mi asignatura pendiente...
Mi boricua, mi india, mi amor,
Mi asignatura pendiente...
Tengo tres oficinas y un piso en New York
Y el rey Midas trabaja conmigo
Tengo varias razones para tener razón
De que no hay peor razón que el olvido
Tengo intacto al niño que fui
Tengo ganas de anclar
Y otras tantas de huir
A un sitio perdido
Tengo ganas de no tener ganas
De comprarme un boleto de regreso al ayer
Y entre tanto que tengo
No encuentro razón suficiente pa' olvidarme de ti
De tu mano pequeña diciéndome adiós
Esa tarde de lluvia en San Juan
Con los besos que llevo conmigo
Que son solo tuyos y nunca te di
Por andar ocupado en el cielo
Me olvide que en el suelo se vive mejor
Mi boricua, mi india, mi amor,
Mi asignatura pendiente...
Mi boricua, mi india, mi amor,
Mi asignatura pendiente...
."	es
2	1	expected	"Let's go!!!!
Em muitas vezes procurei tentar achar
Onde eu errei em coisas que nem têm porquê
Naquela vez te perguntei,
você não soube responder
O que eu tinha feito pra você
Agora como eu vou saber
Tem hora que é melhor esquecer
Esperar o dia amanhecer
Pra ver o que a gente vai fazer
Não me importa mais nao tem como voltar
É, eu não vou mais me importar
Qualquer coisa faz sua idéia mudar
A gente ainda pode se entender
Em muitas vezes eu pensei em tentar falar
o que eu nem sei de coisas que eu já quis saber
( Mas eu nem te avisei)
Naquela vez te perguntei,
você não soube responder
o que eu tinha feito pra você
Agora como eu vou saber
Tem hora que é melhor esquecer
Esperar o dia amanhecer
Pra ver o que a gente vai fazer
Não me importa mais até quando voltar
É, eu não vou mais me importar
Qualquer coisa faz sua idéia mudar
Quem sabe a gente pode se entender
Daqui a pouco é tarde demais,
Mas isso é entre eu e você"	pt
3	1	expected	"Re pica pica ya vamonos Chepito
La la la la la - la la la la la la la
Re pica pica ya vamonos Chepito

Re pica ya vamonos Chepito
Re pica pica ya vamonos Chepito"	es
3	1	expected	"Aunque te hayas ido sigues conmigo
Siento el respiro de tu amor
Con un triste suspiro
Llega la noche
Y me platica de los dos
Eterno fué lo que hubo entre tu y yo
Que nunca un adiós se contempló
Entre el mar y una estrella
Seguirás estando al filo de mis venas
Te pondré algunas velas
Para preguntarle a Dios cuando regresas
Ya no me sabe el día
Menos la dicha
Se me entristece el corazón
Lo que te extraño vida
Y lo que sufro
Es tan inmenso como el sol
Te sigo amando en contra del rencor
Aunque se muera mi alma de dolor."	es
2	1	expected	"Ainda é cedo amor
Mal começaste a conhecer a vida
Já anuncias a hora da partida
Sem saber mesmo o rumo que irás tomar
Presta atenção querida
embora eu saiba que estás resolvida
Em cada esquina cai um pouco a tua vida
Em pouco tempo não serás mais o que és
Ouça-me bem amor
Preste atenção, o mundo é um moinho
Vai triturar teus sonhos, tão mesquinhos
Vai reduzir as ilusões a pó
Preste atenção querida
Em cada amor tu herdarás só o cinismo
Quando notares estás à beira do abismo
Abismo que cavastes com teus pés"	pt
2	1	expected	"Nem tudo lhe cai bem
é um risco que se assume
O bom é não iludir ninguém
Nem tudo lhe cai bem
é um risco que se assume
O bom é não iludir ninguém

Às vezes faço o que quero
Às vezes faço o que tenho que fazer
Às vezes faço o que quero
Às vezes faço o que tenho que fazer
Eu nunca tive muito a ver com ela
O livro que ela ama eu não li
Eu nunca tive muito a ver com ela
O filme que ela adora eu não vi
Como chegar nela eu nem sei
Ela é tão interessante e eu aqui pichando muro
Como chegar nela eu nem sei
Ela é tão diferente
E eu igual a todo mundo
Logo eu, que sempre achei legal ser tão errado
Eu que nem sempre calmo, mas nunca preocupado
Logo eu, que sempre achei legal ser tão errado
Eu que nem sempre calmo, mas nunca preocupado
Nem tudo lhe cai bem
É um risco que se assume
O bom é não iludir ninguém
Nem tudo lhe cai bem
É um risco que se assume
O bom é não iludir ninguém
Às vezes faço o que quero
E às vezes faço o que tenho que fazer
Às vezes faço o que quero
E às vezes faço o que tenho que fazer
Um dia eu volto pra fazer só a sua vontade, mas
Se eu não puder fazer você ser a pessoa mais feliz
Eu chego mais perto disso possível
Todos os inconvenientes a nosso favor
E diferenças sim, mas
Nunca maiores que o nosso valor
Logo eu, que sempre achei legal ser tão errado
Eu que nem sempre calmo, mas nunca preocupado
Logo eu, que sempre achei legal ser tão errado
Eu, que nem sempre calmo, mas nunca preocupado
O tempo às vezes é alheio à nossa vontade, mas
Só o que é bom dura tempo o bastante pra se tornar inesquecível
Qual será o defeito da fala se a tua boca me cala
Nós dois deitados na sala"	pt
