textid	Language	text	target
6910	es	"Everybody knows this right here
Your mother, your father, your sister, your brother, abuela y abuelo
Everybody sing along!
Mami, el negro
Mami, el negro
Mami, el negro
Mami, el negro
Mami, el negro esta rabioso,
el quiere tu azucar y tu no se lo das
Esa morena esta sabrosa
y cuando tu la tocas ella se vuelve loca
Mami el negro esta rabioso
el quiere tu azucar y tu no se lo das
Esa morena esta sabrosa
y cuando tu la tocas ella se vuelve loca
Mami que sera lo que quiere el negro? (a mi que me importa?!)
Yo lo que quiero es esa loca (dale dale loca)
Mami que sera lo que quiere el negro? (a mi que me importa?!)
Yo lo que quiero es esa loca (dale dale loca)
Lil Jon : LETS GO!
Hey hey, baby give it to me, dont bab-bay
She was like O.K K K
Started clapping it to ay bey bey, ay bey bey, ay bey bey
she told me that her mamas latin, dads asian, abuela esta loca abuelo is hatian
y yo soy cubano and im impatient so do me a favour lets skip conversation
I just wanna taste ya ASAP,
Take ya asap, to the room asap,
zoom zoom asap, boom boom take that
OOOHH i like that!
Come, Dont fight that!
Mami el negro esta rabioso,
el quiere tu azucar y tu no se lo das
Esa morena esta sabrosa y cuando tu la tocas ella se vuelve loca
Mami el negro esta rabioso
el quiere tu azucar y tu no se lo das
Esa morena esta sabrosa y cuando tu la tocas ella se vuelve loca
Mami que sera lo que quiere el negro? (a mi que me importa?!)
Yo lo que quiero es esa loca (dale dale loca)
Mami que sera lo que quiere el negro? (a mi que me importa?!)
Yo lo que quiero es esa loca (take it to the floor now)
See u with ur heels, sexy shirt
I See u with ur man, u threw me a smirk
U See me with ur girls, u started to flirt
Back of the club, hand up her skirt,
Hand full of that, im trying to hold on
Girls gone wild, all night long
She had no bra and no thong
One more shot, baby its on (lets go)
She's a wild thing, and she loves to do wild things
So we did that wild thing, Im a freak but i aint gon' lie
That thing was fine man, everybody say....
Mami el negro esta rabioso,
el quiere tu azucar y tu no se lo das (dale dale)
Esa morena esta sabrosa (dale dale)
y cuando tu la tocas ella se vuelve loca (damn damn damn)
Mami que sera lo que quiere el negro (a mi que me importa?!)
Yo lo que quiero es esa loca (dale dale loca)
Mami que sera lo que quiere el negro? (a mi que me importa?!)
Yo lo que quiero es esa loca (dale dale loca)
Lil Jon:
Get nasty, get freaky, u sexy, u fine
Get nasty, get freaky, u sexy, u fine
Go go go go girl
Go go go girl
Go go go girl
Go go go girl
Shake your - To the beat, shake your - to the beat
Shake your - To the beat, shake your - to the beat
HEY!
Mami el negro esta rabioso,
el quiere tu azucar y tu no se lo das (go go go)
Esa morena esta sabrosa
y cuando tu la tocas ella se vuelve loca (Come on, lets go ladies)
Mami que sera lo que quiere el negro (a mi que me importa?!)
Yo lo que quiero es esa loca (dale dale loca)
Mami que sera lo que quiere el negro? (a mi que me importa?!)
Yo lo que quiero es esa loca (dale dale loca)
Lil Jon: Take it to the floor now
yo te doy lo tuyo,
ahora, dame lo mio
yo te doy lo tuyo,
ahora, dame lo mio
yo te doy lo tuyo,
ahora, dame lo mio (let's go now)
yo te doy lo tuyo,
ahora, dame lo mio (hey hey hey, lets go ladies)"	Pop
7385	es	"Todo cambió cuando te vi
Hooo
De blanco y negro al color me converti
Y fue tan fácil quererte tanto
Algo que no imaginaba
Fue entregarte mi amor con una mirada
Hoo no no no no
Todo tembló dentro de mi
El universo escribió que fueras para mi
Y fue tan fácil quererte tanto
Algo que no imaginaba fue perderme en tu amor
Simplemente pasó, y todo tuyo ya soy
Antes que pase más tiempo contigo amor
Tengo que decir que eres el amor de mi vida
Antes que te ame más, escucha por favor
Déjame decir que todo te di
Y no hay cómo explicar pero menos dudar
Simplemente así lo sentí, cuando te vi
Me sorprendió todo de ti
De blanco y negro al color me converti
Sé que no es fácil decir te amo
Yo tampoco lo esperaba
Pero así es el amor
Simplemente pasó y todo tuyo ya soy
Antes que pase más tiempo contigo amor
Tengo que decir que eres el amor de mi vida
Antes que te ame más, escucha, por favor
Déjame decir que todo te di
Y no hay cómo explicar pero menos dudar (si no estás)
Simplemente así lo sentí, cuando te vi
Todo cambió...cuando te vi."	Pop
8110	es	"La niebla que se posa en la mañana
Las piedras de un camino en la colina
El ave que se elevará
El alba que nos llegará
La nieve que se fundira corriendo al mar
La almohada aun caliente guarda vida
Inciertos pasos lentos de una niña
Los pasos de serenidad
La mano que se extenderá
La espera de felicidad
Por esto y por lo que vendrá
Yo canto
Tranquilamente canto
La voz en fiesta, canto
La banda en fiesta, canto
Corriendo al viento
Canto
La vida entera canto
La primavera canto
Rezando también canto
Alguien me escuchará
Quiero cantarle
Siempre cantarle
El aroma del café en la cocina
La casa que se llena de alegría
El ascensor que no va
El amor a mi ciudad
La gente que sonreirá son de mi calle
Las ramas que se cruzan hacia el cielo
Un viejo que camina en solitario
El verano que nos dejará
El trivo que madurará
La mano que lo acojerá
Por esto y por lo que será
Yo canto
Tranquilamente canto
La voz en fiesta, canto
La banda en fiesta, canto
Corriendo al viento
Canto
La vida entera canto
La primavera, canto
Rezando también canto
Alguien me escuchará
Quiero cantarle
Siempre cantarle
Cantarle
Tranquilamente
La voz en fiesta, canto
La vida entera, canto corriendo al viento
Canto
Yo canto
La vida entera canto
Yo canto alguien me escuchará
Alguien me escuchará
Alguien me escuchará"	Pop
8154	es	"Oh, como voy a divertirme
porque al fin organicé mi reventón
las amigas me ayudaron
y colgaron muchos globos de color
la botana ya está lista
y los refrescos me los traje en un camión.
Que buen reventón, que buen reventón
que buen reventón, puro rock n' roll
vengan a mi reventón.
Todos los cuates van llegando
vestidos de rockeros que emoción
prendo el equipo de sonido
y la luz le sigue el ritmo a la canción
las parejas ya bailando
el volúmen aumentando el prendidón.
Que buen reventón...
En el reloj de la pared
vimos la hora de partir nuestro pastel
después jugaron, platicaron
yo mejor segí bailando el ritmo aquel
luego las chavas se despiden
los que quedan cuentas chistes y órale.
Que buen reventón..."	Pop
8996	es	"Miro el cielo que ya no tiene colores
Ya no veo el sol y son grises las flores
Mi única verdad son tus ojos muy dentro de mi.
Dos fotografías tan sólo han quedado
Que sobre mi cama el tiempo ha dejado
la distancia que nos divide me duele también
Si no te vas, mi amor tendrás
Eres viaje que no tiene meta, no busca un destino
Eres tierra de nadie donde me quedo contigo, ahí
Y me siento yo, solo pero sé
como tu amor, encontraré.
De tí no se nada tan solo tu nombre
Y tu voz escucho tan solo en canciones
son las emociones que hablan de nosotros dos.
Si no te vas, mi amor tendrás.
Eres viaje que no tiene meta, no busca un destino
Eres tierra de nadie donde me quedo contigo, ahí
Y me siento yo, solo pero sé
como tu amor encontraré.
Cambia el cielo, yo veo, el amor que tu llevas dentro de tí
Eres viaje que no tiene meta, no busca un destino
Eres tierra de nadie donde me quedo contigo, ahí
Y me siento yo, solo pero sé
como tu amor encontraré."	Pop
7215	es	"Así no,
Ya lo sé
No soy solo lo que ves
No me atrevo a decir nada
Me confundo en tu mirada
Soy así
Y así muero
Si no grito
Que te quiero
Cuantos cielos te daria
Sé que és una fantasía
Amor mío
Si pudieras,
Si pudieras descobrir
Que te llevo aquí en mis sueños.
Que mi mundo es para ti
Amor mío
Si pudieras,
Si pudieras comprender
Para mi eres diferente
És un a más entre la gente.
Pero sé
Que algun día
Estarás cerca toda via
Me deslumbre el sufrimiento,
Puedes creer en lo que yo siento
Soy así
Y así muero
Si no grito
Que te quiero
Cuantos cielos te daria
Sé que és una fantasía
Amor mío
Si pudieras,
Si pudieras descobrir
Que te llevo aquí en mis sueños.
Que mi mundo es para ti
Amor mío
Si pudieras,
Si pudieras comprender
Para mi eres diferente
És un a más entre la gente
Amor mío...

Amor mío
Si pudieras,
Si pudieras comprender
Para mi eres diferente
És un a más entre la gente
Para ti...
Te abri,
Mi corazón
Talvez
En esta
Canción..."	Pop
8392	es	"Libre! como el mismo aire vive libre!
Como lo hace el viento vuela libre!
Cree en esa voz, levantate, convencete
Y sigue la intuicion.
Bien por ti,
que hagas lo que quieras y que seas feliz
que no te detengas por un que decir
que vayas por eso que tu quieres, que deseas, que transcurre por tus venas.
Bien por ti,
que escuches la voz que esta dentro de ti
que la vida es una, nadie sabe el fin
que vayas por eso que te mueve desde adentro, que te mueve desde adentro.
CORO:
Se quien quieras aunque te equivoques
Y lo intentes aunque te derroten
Nunca mueves algo por ti mismo
Sigue fuerte! ,pero siendo......
Libre! como el mismo aire vive libre!
como lo hace el viento vuela libre!
cree en esa voz, levantate, convencete
y sigue la intuicion.
Libre! como el mismo aire vive libre!
como lo hace el viento vuela libre!
cree en esa voz levantate, convencete
y sigue tu razon.
Bien por ti
a las cosas malas solo digo Bye
que las cosas buenas solitas vendran
cree en el amor cuando lo encuentres
y lo tengas que es lo unico que cuenta.
Bien por ti,
que te jueges todo por tu conviccion
que hay muchos caminos y una su eleccion
que vayas por eso que te mueve desde adentro, que te mueve desde adentro.
REPITE CORO:
Que ya lo pasado, pasado
Que ya lo olvidado, olvidado
Que solo te importe,
Que ahora manda el corazon ouhhhh, ouhhhh, ouhhhh, ouhhhh!!!!
Libre! como el mismo aire vive libre!
como lo hace el viento vuela libre!
cree en esa voz, levantate, convencete
y sigue la intuicion.
Libre!
Libre!
Libre!
levantate y convencete y sigue tu razon
Libre! Como el mismo aire vive libre!
Como lo hace el viento vuela libre!
Cree en esa voz levantate y convencete
y sigue la intuicion.
Libre! como el mismo aire vive libre!
Como lo hace el viento vuela libre!
Cree en esa voz levantate y convencete."	Pop
6278	es	"como puedes ver dentro de mis ojos
como puertas abiertas
guiandote hacia mi corazon
donde llegue a ser tan insensible
sin un alma
mi espiritu duerme en algun lugar frio
hasta que lo encuentres
y lo lleves a casa
coro:
(despiertame)
despierta mi interior
(no puedo despertar)
despierta mi interior
(salvame)
llama mi nombre y salvame de la oscuridad
(despiertame)
manda mi sangre a correr
(no puedo despertar)
antes que caiga
(salvame)
salvame de la nada que he llegado a ser
despues de esto estaremos fuera
puedes abandonarme.
respira en mi
y hazme real
tráeme a la vida
se repite el coro
tráeme a la vida
he estado viviendo en una mentira
no hay nada dentro
tráme a la vida
congelada por dentroy sin tus caricias,
sin tu amor, querido
solamente tu eres la vida entre la muerte
todo este tiempo no pude creer que no
pudieras ver
abandonado dejado en la oscuridad pero
estuviste ahi en frente de mi
parece que mi ser a estado durmiendo
miles de años
tengo que abrir mis ojos para todo
sin un pensamiento
sin una voz
sin un alma
no me dejes morir ahi
debe haber algo mas
tráeme a la vida"	Metal
6736	es	"Limpiar El Sucio
[rythm]
[Coro:]
Ahora voy..
a limpiar el sucio difícil donde estoy (ehhehe)
OH MY GOD!
Mira quien soy residente calle 13 sit back, relax and enjoy
[x2]
Ok to el mundo vamos a hacer una fila
El que me quiera tirar que enseñe las axilas
Levanten los brazos
Hey! sin darse codazos
Agarren una piedra y tirenme un pedrazo
Y sigan el rastro de mi leche
Porque con esto de la calle 13
Me he clavadu como a 500 gevas en 2 meses
Flacas, gordas, enanas, gemelas
Siameses
Si todavía el residente a usted no lo convence
Es por que usted tiene la cabeza cerra´, cuadra´ como un cubo
O puede ser que tiene un tubo atravezau pol culo..
uhh!
O puede ser que tu cerebro no esta preparau pa tanto jugo
Como quiera te lo empujo
Sin echarte fufu´ magia negra
Sin echarte brujo como quiera te lo empujo pol culo
Saquen el embudo..
uhhh!
Erecto por el recto néctar directo inyecto
Tu cerebro apesto con el puñetero dialecto
Yo detesto a los insectos
Y con swing perfecto al hígado conecto
Yo se que te jode escucharme a diario
Y esque no es un hit nada mas son varios
Cada vez que me escuchas en la radio
Te jodo más que un barro en el labio
No es mi culpa que yo tenga mas vocabulario
Yo te pase el rolo
Roller roller blade
Tu escuchando rap yo Poisson y White Snake
Y con to y eso la mate de una en mi primer brake
What you gonna, what you gonna what you gonna SAY?
Pa los que están cabeceando aquí les traigo Bengay
El genero esta atrasau tiene un delay
Por eso ser el rey en este field day es un mamey
[Coro]
Aquí tengo tu plan de retiro
Cómprate una 9 milímetros y pégate un tiro en la boca
Pa que se salga toa la sopa de tus sesos pa afuera
Vamos a manchar la primavera!..
Con sangre de ternera pol ser tan mala fucking reportera
Tus reportajes son diarrea
Por eso estas soltera sin novio.
aww
Es obvio que tu pa mi eres un microbio
Te voy a dar un consejo
¿Porque no vas a Sábado Gigante a morirte con los viejos
Con el panty meao a derretirte en la silla con to y pellejo
Y que con tu muerte se derritan tus complejos
Yo se que voy pal infierno
Pero voy contigo
Y haya abajo te voy a dar pa abajo te voy a dar castigo
Por que a mi también me gustan las viejas
Así medio pendejas sin talento
Con un 0% de inteligentes pensamientos
Culpables del embrutecimiento
Causado por comentarios hechos sin base y fundamento
Esta canción esta llegando al borde del aburrimiento
Así que visitante suelta el coro pa que se lo lleve el viento
[Coro x2]
Esta es la única vez que vas a ser famosa
Este es tu momento disfrútalo
Ah y sal del closet tu mai no merece eso
Habla claro, sal del closet
Aunque no parezca te quiero mucho (beso)
Un besito (beso)x2 viejita un besito a lo viejita (Besitos)..."	Rock
8006	es	"Todo aquello que ahora quiero ser
Es todo lo que junto a ti por fin seré
Todo aquello que ahora viviré
Es todo lo que junto a ti por fin tendré
Todo aquello que ahora quiero ser
Es todo lo que junto a ti por fin seré
Todo aquello que ahora viviré
Es todo lo que junto a ti por fin tendré
Pon aquí tu mano y besarme
Llévame por donde sabes tu
Dime lo que no me creeré
Llévame fuera de mi a donde vas tu
Fuera de mi
a donde vas tu
Vas tu, vas tu
Tu no sabes lo que hace una chica enamorada
Una chica enamorada de la vida como yo
Puedo andar sobre una cuerda por encima de un torrente
Y viajar hasta el mañana aunque el día no regrese
Tu no sabes lo que hace una chica enamorada
Una chica enamorada de la vida, de la vida como yo
No te pienses si merecerás que el amor te lleve mas allá
Y no intentes convencerme mas de algo que nunca concederás
Pon aquí tu mano y besarme
Llévame por donde sabes tu
Dime lo que no me creeré
Llévame fuera de mi
Adonde vas tu
Tu no sabes lo que hace una chica enamorada
Una chica enamorada de la vida como yo
Tu no sabes lo que hace una chica enamorada
Una chica enamorada de la vida como yo
Puedo caminar descalza
Sobre piedra y sobre fuego
Entre miles de impostores puedo ver al amor verdadero
Tu no sabes lo que hace una chica enamorada
Una chica enamorada de la vida como yo
Llévame donde la música
Nos recordara como hay que amar
No le des el gusto a otro
Porque es tu vida y de nadie mas
Tu no intentes convencerme ya
De algo que nunca concederás
Dime lo que no me creeré
Llévame fuera de mi a donde vas tu
Tu no sabes lo que hace una chica enamorada
Una chica enamorada de la vida como yo
Tu no sabes lo que hace una chica enamorada
Una chica enamorada de la vida como yo
Todo aquello que ahora quiero ser
Es todo lo que junto a ti por fin seré
Todo aquellos que ahora viviré
Es todo lo que junto a ti por fin tendré"	Pop
7208	es	"Tanto te llore,
Los momentos que vivimos por lo mucho que te ame
Tanto te llore,
Y tu como si nada pero ya te olvide.
Ye ye ieh eh, traga mas aguardiente que quiero beber,
Ye ye ieh eh, sigo ahogando mis penas para nunca volver.
Ye ye ieh eh, traga mas aguardiente que quiero beber,
Ye ye ieh eh, sigo ahogando mis penas para nunca volver.
A caer, a caer,
A tus brazos ya no quiero volver,
A caer, a caer,
A tu lado ya no quiero volver.
Y aunque te ame yo tanto,
Te deje volar,
Le dije adios al llanto,
No quiero pensar.
En ti..
se fue tu aliento perdiendo en el viento,
Y asi...
se detuvo el tiempo en el ultimo beso.
Ye ye ieh eh, traga mas aguardiente que quiero beber,
Ye ye ieh eh, sigo ahogando mis penas para nunca volver.
Ye ye ieh eh, traga mas aguardiente que quiero beber,
Ye ye ieh eh, sigo ahogando mis penas para nunca volver.
No vengas rogando y pidiendo perdon,
Tu eres mala Yerba, ahora aqui mando yo,
Sigue tu camino, aunque no sea conmigo.
Y haganme la buena yo, (oh oh oooh ooh oh)
Y haganme la buena yo, (oh oh oooh ooh oh)
Y haganme la buena yo, (oh oh oooh ooh oh)
Y haganme la buena yo.
Ye ye ieh eh, traga mas aguardiente que quiero beber,
Ye ye ieh eh, sigo ahogando mis penas para nunca volver.
Ye ye ieh eh, traga mas aguardiente que quiero beber,
Ye ye ieh eh, sigo ahogando mis penas para nunca volver."	Pop
8684	es	"Desde que te vi siento que se mueve el suelo
Me emocionas tanto que me pone mal
Tengo miedo que mi corazón no se detenga
Y sin darme cuenta me enamore de ti
Y una vez fué todo lo que necesité
Tocar tu piel me eleva,me enloquece
(coro)
Ya no quiero más que abrazarte
Besarte hasta perder la razón
Tomarte de la mano y darte el corazón
Y no sé si serás lo que ha soñado
Pero no lo puedo evitar
Un momento y no puedo dejarte de pensar
Ya no te quiero olvidar
No mires atrás te pido no me tengas miedo
Solo quiero amarte déjate llevar
Y una vez fué todo lo que necesité
Tocar tu piel me eleva,me enloquece
(coro)
Ya no quiero más que abrazarte
Besarte hasta perder la razón
Tomarte de la mano y darte el corazón
Y no sé si serás lo que ha soñado
Pero no lo puedo evitar
Un momento y no puedo dejarte de pensar
Ya no te quiero olvidar
Mi cabeza me dice no te pierdas dentro de la emoción
Ten cuidado no escuches tan pronto al corazón
(coro)
Y ya no quiero más que abrazarte
Besarte hasta perder la razón
Tomarte de la mano y darte el corazón
Y no sé si serás lo que ha soñado
Pero no lo puedo evitar
Un momento y no puedo dejarte de pensar
Ya no te quiero olvidar
Ya no te quiero olvidar
Ya no te quiero olvidar..."	Pop
